"STATE","TEXT"
"NC","This ratings is more for the employee's they have bagging the groceries at this location. 

I love the deals this Bi-Lo has to offer. That's why I shop here. I spend a lot of time planning my grocery trips, clipping coupons and checking out the circular. When I get to the store I spend the same amount of time picking out my groceries. When I get to the check-out the last thing I want to happen to my carefully picked groceries is to have them thrown into bags, crushed, bruised, and meat packaging punctured due to poor bagging. When I left the store today my tomatoes were at the bottom of a bag with boxed goods packed on top of them, same with my hamburger meat. My bread was crammed into a bag along with canned goods and all other canned goods/jars of food were packed in single plastic bags, filled to the max. Needless to say, carrying my groceries into my home was a bit of a gamble, as two of my bags handles ripped, and another that was crammed full of boxed groceries ripped down the side. As much as I love the deals and the convenience of this location, I don't think I will continue shopping here if the service doesn't improve. I would rather pay a little more for my groceries than have things ruined and damaged due to poor workmanship."
"NC","Convenience is always important"
"NC","I live about 5 minutes from Belmont, thus I do most of my shopping there as opposed to heading into the city itself (and lets face it, going down Wilkinson toward uptown isn't exactly the best place to shop!).  I mix up my groceries between Harris Teeter, Walmart, and Bi-Lo.  This Bi-Lo in particular usually has a lot of helpful folks, it's very conveniently located and is open all the time.  I prefer the deli here over Walmart lets say and you can usually get a lot of items on sale that are cheaper than Walmart as well - but not a lot of the stuff that isn't on sale.  If you are looking for a grocery store in and around Belmont, this is probably the best place to go."
"NC","The oysters and scallops where good but not $17 good.  This place is way over priced. If you come here be sure to check the prices before you order and ask if it's extra if you add scallops to to your meal.   Fired oysters and scallops over $17 here.  This will be the last time I come here."
"NC","Good seafood and decent prices. If you want fancy food, this isn't the place for you. If you want alcohol with your meal go elsewhere as well. However, if you want good fish/shrimp at a good price served quickly and efficiently - this is your place. You can get fried, broiled or boiled (shrimp)."
"NC","I have been going to this restaraunt for years. The service is great but the food is subpar at best. The salad bar has fake cheese and imitation bacon bits. The fish is ok, sometimes a little overcooked. My husband is a fan of the green shrimp. The hushpuppies however are delicious!"
"NC","This location is closer to home than the original on Linwood Road and I really like the food here.  The staff is very friendly and I love the fact you get a salad with your meal.  I love the oysters, Canadian skinless flounder and the marinated beef strips - those are some of my favorites.  Their tartar sauce is excellent and yes you get to squirt it out of the container versus paying for individual cups like some places.  If you love seafood like I do give it a try.  Remember .....  good seafood isn't cheap and cheap seafood isn't good!"
"NC","Always had great food, Try the clam chowder!!!"
"NC","My wife got food poisoning from here. AVOID AT ALL COSTS....."
"NC","Went to Captains Cap quite by accident, Monday night and the place we were heading to was closed... Drove out from Charlotte, hmmm this one is OPEN, so it gets a star for just being there!  We were after ""fish camp"" food, especially fried catfish.  captain cap does it the way my husband likes it.. Several small fried catfish, actually six on the senior plate... That's a lot of food!
Salad is saved by the fantastic sour slaw.. Waitress said go ahead and get seconds, and I did!
Broiled shrimp is pretty good, not fantastic, but lots of it... The sweet potato was somehow the sweetest baked sweet potato I've ever had...
Overall, good traditional fish camp food, and friendly service, and open on Monday night!"
"NC","Took my Mom here today for a post Mother's day lunch. It's been about a year since our last visit. Salad bar is a one trip deal only and the salad plates are smaller than I remember last time. Hushpuppies are 2 bite sized and are very good with the right amount of sweetness and onion. My Mom got the senior flounder plate and I got one of the specials which was salt and pepper catfish fillets. Both included a side and the one trip to the salad bar.
Food was good, but both our flounder and catfish were on the thin side and not very meaty. Service was very friendly and attentive.
Lunch set me back $23 with drinks tax and tip which I thought was really pricey for lunch especially with the thin pieces of fish and considering my Mom ordered off of the senior menu and I got one of the specials."
"NC","Captain's Cap is a traditional southern Fish Camp.   There is a broiled section on the menu, but few folks order broiled that frequent this restaurant.   The seafood is fried and it is delicious.  The salad bar is good and there is a decent selection.  Most of the clientele are 65+ and most of the decor hasn't changed since Carter was in office."
"NC","2 stars?  3 stars?
Okay 3.
I didn't get sick and the food was hot and they were nice - that qualifies, right?
Think 1974 and you're just about right; the salad bar is iceberg lettuce and you're warned to not go more than once.
Avocado and harvest gold is everywhere.
'Captain' is begging to be spelled ""Cap'n"".
Okay, no more snarky comments; it is what it is.  Lots of older folks and you're in the middle of small town America.  The food is pretty insipid, but none of us got sick.
The hushpuppies WERE pretty darn good."
"NC","This is a very family-friendly, casual seafood restaurant with nice portions and great prices.  They serve both fried and broiled seafood, as well as steak and chicken. I had the broiled salmon with the baked sweet potato and salad bar.  I also tried a vinegar-based cole slaw (think similar to cold sauerkraut) from the salad bar and it was great. The service was friendly, quick, and efficient."
"NC","Great locally owned BBQ joint.   Large portions and great service.    Large selection of old fashioned bottles beverages such as Grape Nehi. Orange Nehi, sundrop, the glass bottle kind.  
Not sure about the 1 star rating someone left about breakfast?  I mean, seriously, you came to a BBQ joint for breakfast?"
"NC","Very good BBQ, and AMAZING onion rings!!!   We are headed there again tonight for our second trip in the past three weeks."
"NC","Had breakfast here one time and it was very primitive. Coffee was really bad.  I took one drink and trashed it.   Have been told they survive on the burgers.  Will have to try one and update but breakfast is a Not Recommend."
"NC","They claim to have some of the best burgers in town and surprisingly it was actually a pretty good burger. i ordered the cheeseburger with chili (i was told chili made in house) and mustard combo that comes with fries and a drink for like $6. The fries were blah crinkle cut fries which were fine and the ice for the drink cup came from a cooler of ice on the counter which seemed odd. 

It's kind of a dingy space next door to an independent pharmacy that they've attempted to give some life with a mural on one wall and some local Belmont stuff on another wall. 

Overall, i was a satisfied customer."
"NC","Astonished!  Been eating their delivered pizzas for 8 yrs, Good pies~ but this time they made a mistake and wrote down pick up.  Hour later I called, got brash woman (owner!) Who told me it was my mistake~  I asked if they would deliver, but hoped for a fresh pie~  whoa  - absolutely not!  
When I asked how we could compromise,  she said she was deleting the order. Well ok I guess.
I even called back to speak with manager (that's how I figured out she was owner)  and she absolutely didn't care about my 8 yrs of loyalty.

Sad for them, she probably wonders why her little junky restaurant is not very successful~  and I'll tell a hundred Mt holly people about it because communities don't support business owners who do this ~ all of this over a 12 dollar pizza, pretty pathetic huh?
Kelly.  Mt Holly, NC"
"NC","I have been eating here since I was a little girl, and it is always the same!  It is friendly, simple, and delicious!  The sub bread is so good and the crinkle fries are awesome too.  Don't expect fancy, but do expect a good lunch."
"NC","food was okay but the place is filthy. Tables were dirty. Dead flies in window seals. Window blinds have food residue splattered on them.  Ceiling fans have dust caked on them. Gross..."
"NC","I came in here with my neighbor! I ordered the steak and cheese and he ordered the meatball sub. Not only was our order fast, it was SO good. The elderly woman was as sweet as could be & the young man that brought us our food was cheerful. I love the Celtic photos on the wall, and the amount of people that draw on the wooden seats provide a homey, childhood-esque feel to the place. 

Good food, good service & good atmosphere. You can't go wrong."
"NC","really wanted a sub. and saw this place driving by on a road trip. thought I would support small business at the same time. but they don't even seem to have SUBS. The food was horrible- I think they served me fries from the day before and they weren't even reheated.  The staff was rediculously unfriendly... it's like the 70s down here still ;-/
Wish I got the WO memo on this place and not wasted my money, just threw that food in the trash, didn't even want my dog to eat it."
"NC","Wanted something close and my husband suggested Sub Corral so we gave it another shot.  I called in the order and the man/boy that took the order was not friendly at all no thank you just a ""give me 20 minutes"" and hung up.   The food was AWFUL.  I got the meatball sub and it was nasty (unedible) and the pizza was not good.  I will never go again.  I used to drive 20 minutes to get this pizza but now living in Belmont I will not even drive 5 minutes for it.  So dissapointing."
"NC","Used to be my favorite pizza and sub shop but has really gone down hill the past year or so.  Many have mentioned how their recent visits have been dissapointing."
"NC","I gave four stars because the place was clean, food was good, and service was fast. The guy that took my order wasn't overly friendly, but he wasn't rude either. As for the food I judge a sandwich for the bread as much as anything, and the bread here is great - I got wheat. My sandwich was overstuffed, making it very hard to eat. The fries are crinkle cut and we're fantastic. I ate in, which afforded me unlimited self service refills. There is no table service here. Parking was easy and plentiful, just approach from the east ( coming from Charlotte ) because there is no access from the other way - you'll have to do a U-turn."
"NC","This time i dined in. 
They have a big menu on the wall and when i finally made up my mind, placed my order. Staff wasn't rude, but didn't give me that thanks for coming feeling. 

Wasn't too thrilled with my choice this time, i thought it was the same thing i ordered last time, which i still can't remember the name...hot sandwich, beef, mushrooms, etc. i don't think i'll get that again, but i'm convinced that i will find something i really like there. The food never thrills me but entices me enough to try again. Fries were good with ketchup as predicted. 

Highlight: there is a picture of Macho Man Randy Savage on the wall around the corner."
"NC","i haven't stepped foot inside yet, but we picked up some food last week. The warm sandwich i got was pretty good (a greasy goodness) and the fries were just plain regular crinkle fries which would have been fine had we been given ketchup. 

i was satisfied enough to want to try it again sometime"
"NC","I don't enjoy writing bad reviews, but I love bowling & it'd be nice not to have to travel to Gastonia or Charlotte to bowl. There must be a reason this place is always empty... even with its dirt cheap prices. With that said, I went once a few years ago and vowed never to go back. 

The floors are so oily, I slipped or fell on my walk up every single time!!! I wasn't able to find the 6 lb. ball within the already limited selection. Food is limited and all fried, that's not a good thing either. I couldn't wait to leave, I remember thinking: this place is trying to kill me.

Please just increase your prices and invest in some upgrades."
"NC","Have been here on 2 different occasions with my family. Both times I was disappointed. 
A bowling alley should be a fun atmosphere. There was nothing, no music playing so I went to the desk & asked if they could play some music. The guy said yea. 
Now mind you, there was nobody  waiting to pay, check in. Not busy at all. 

15 long minutes later I hear some soft sounds. After another 5 minutes hoping they'd turn it up, I go to the desk AGAIN & ask if they could turn it up so we could hear it over the sounds of bowling. 
The guy looked like it irritated him but agreed. The place sounded like a morgue! 
It's just not a place I associate with fun at all which is NOT what it should be. 

The balls kept hanging up in our 2nd visit which was rather irritating bc it was one after the other. Finally they changed our lane but NO REAL give two hoots  customer service. I WILL NOT SEE IF THE 3rd TIME IS THE CHARM. 
The food is better than the customer service, although when a lil busy it's very unorganized & long wait for even sodas."
"NC","This review is for the Grill Restaurant.

Step back twenty years (maybe thirty?) To the pharmacy fountain diner, where the food I'd pure comfort and totally cheap! Watch for daily specials and enjoy the nostalgic lunch experience. Recommend everything and don't forget to feed the tip jar!"
"NC","Cheap bowling, clean, serves food, & has pool tables. What else could you ask for in a bowling alley?"
"NC","From first glance, and not being from Belmont, the pharmacy/grill/bowling alley combo in one building appears somewhat odd.  And I suppose it is.

We met up with a group for a couple of games and some snacks from the grill and the atmosphere is family friendly, clean and although somewhat dated, still a fun place to hang out.  There is a pool area adjacent to the lanes and while we were there on a Wednesday night, there was a decent crowd milling about.

The grill fare is what you'd expect - chicken tenders/onion rings and fries were on our platter of choice...nothing special, but definitely doable for snacks while you bowl.

Having not bowled in about 10 years, I survived the games and won't soon be asked to join any bowling leagues, but would go back if invited and would recommend for a local or someone like me just there for the night."
"NC","Not a bad little bowling alley.  They have probably around 15 lanes but the place has never been crowded when we're there (which I enjoy).  The lanes are in good condition.  While the scoring system is old, the monitors hanging from the ceiling that display the score are all new.  The games were reasonably priced, especially after checking into prices at the epicenter bowling alley which were outrageous.  There's a cute little diner in the bowling alley that I always want to try but we've never ordered food here.  There's nothing too special about this place but if you're looking to bowl in the Belmont area this is the place I'd recommend (unless you want to get your drink on in which case you'll need to go somewhere else, no alcohol sold here)."
"NC","After living in the area for about 8 months, I finally looked into this place. We never even knew it was a bowling alley!! I thought it was a tile store or something that I wouldn't care about.

Reasonably priced at $2.50/game before 6pm and $3.50 after 6.

The big bummer about this place for those of us accustomed to a pitcher of beer while you bowl was no bar!  I let that go because it has a nice little diner/grill connected to it.

Don't come here expecting fancy new scoring machines or ball returns. But it has an authentic, classic bowling alley feel with an arcade and pool tables that sort of resemble something at a Boys and Girls club. 

Overall, a nice local joint to remind me how frustrating bowling makes me."
"NC","This has to be the worst company in the world..how are they still in business..customer services like Dealing with a zoo.. Nobody takes responsibility for anything.. Please therefore  do not ship any package USPO.. And why as a public are we worrying about them privatising the mail.. Remember public word-of-mouth is everything I was I would have known about the services before hand .. Now I know & will be speeding  the world to everyone I know. To avoid using the post office by all means.. Pay your bills online they offer fee money orders @ some money cash place. I hope this help someone before it's two late for them"
"NC","My biggest complaint deals with packages coming into the facility from private carriers like FedEx. If you've ordered a package and this happens, expect to wait about a week for them to deliver the package. Two day shipping turns into a week and a half. 

Long, long wait in lines. No concern for your packages. Terrible delivery - drivers have crammed packages into my box causing damage. If you can afford to, go with UPS."
"NC","Just your typical small town post office. Service is always pretty quick & the lines aren't entirely too long. They have all your mailing needs along with post office boxes as well. So nothing special, just your typical post office."
"NC","This place is pretty good at getting the orders out quickly and most importantly getting everything you order in the bag. I did get the splats after eating here the last time but I can't be 100% sure it was from this food here, but it doesn't matter I will still keep going."
"NC","You can definitely tell management has been  making efforts to improve this franchise. The staff are mostly friendly and prompt. The tacos are filled to the edge with ingredients, and the line moves pretty quickly now. Sometimes they leave an item out of my order or give me unsweet tea instead of sweet, which is the worst, but most of the time everything is great."
"NC","I know its a chain, I also know its not authenic Mexican food, but every now and again I get a Taco Bell craving I just have to satisfy!
Plus if you make some wise menu choices, you can eat good without ingesting a whole lot of fat grams. For example, I get 2 steak soft tacos fresco style which is pico de gallo instead of cheese and sour cream. The pico is very good and you can taste the fresh cilantro. This drops the fats grams to only 4 each. Add a side of rice (only 3 fat grams)  cover in fire sauce and add an unsweet tea or diet coke and you eatin' good for only 11 grams of fat! Pretty good from a fast food joint, huh? I also get a side of guacamole that really good, but I don't count it as it has it has all the good kinds of fats that are good for you! A win win situation.
I aslo thinks its pretty damn tasty! Thats right, I said it, I LIKE TACO BELL!!
Plus most locations I have been in are clean and the counter service is friendly.
I don't eat here once a week or even once a month, but when the craving does hit, I'm  thinking outside the box and making a run for the border!"
"NC","Easy in, easy out. Taco Bell is probably one of the easiest to eat and drive. As long as you dig into the burrito just right, it's not going to spill all over you while you're piloting a two ton missile down the highway at 115 feet per second.

I pulled into this TB at 1AM and wasn't paying a whole lot of attention. There's apparently a script. She said ""Can you confirm your order on the screen"" and I just kept saying ""No, that's my complete order"" because I was busy checking in on Yelp and not paying attention. I'm sure that she was halfway to calling the cops and reporting a DUI as I drove off with my ""fourth meal."""
"NC","Most fast food places fall in the the meh category for me. They get the job done but sometimes they are slow or the bathroom is rank or the fries are soggy or something. 

This McDonald's is by far the worst fast food experience I've ever had. They had about 3-5 employees working at around 12 am on a Saturday night. There were about 15 of us in line and it took over an hour to get our food...... An hour for ""fast"" food. I could have went into an ihop and had two sit down meals during that time frame and filled up gas. 

The employees did not seem to care and had no sense to work faster. Didn't feel like they spoke English well and an overall sense of indifference towards the customers. I would avoid this McDonald's at all costs, a below mediocre McDonald's with probably terrible management allowing the employees to be so apathetic and worried only about getting their hours in. 

AVOID!!"
"NC","Worst McDonalds in the United States of America. I could get food faster in a prison cell. You have a better chance of the Pope going to hell than getting good service here."
"NC","Having people that don't speak English very well taking orders in the drive thru is a recipe for failure.  I always try to double check but feel rushed because of the amount of people behind me. My order is right 50% of the time."
"NC","This is the very best McDonalds that I have ever been to. It is always kept spotless on the inside, and the outside is always well landscaped. This McDonalds has won the town's ""Yard of the month"" award on numerous occasions. The drive thru is the fastest you will find for any fast food restaurant, and I've always received my order accurately and fast."
"NC","12/11    Most unreliable WiFi in town. The manager will look you straight in the eye and lie to you about a cut antenna but I've tested with multiple devices and times/dates and know this isn't true.

1/12     STILL the most unreliable WiFi in town! Does zero good to complain. Obvious they could care less."
"NC","I'm a big fan of mc d's but I was expecting more when I saw pork chop biscuit what a fail."
"NC","I appreciate how clean it is here and that's probably because they have a lot of employees. Despite all of help, I still waited so long for an iced mocha that I ate all of my fries while standing at the cash register.

Kudos to major employers in small, rural areas!"
"NC","Shooters express is my local gun range. The range staff is knowledgeable and willing to help if you have a malfunction or an issue. 
I like that they have monthly range packages available. Instead of only charging by the hour for about $40 a month you can go and shoot as much as you want with free range time so I have to pay for targets.  You have to bring your own ammunition of course or buy theirs.  
Their pro shop staff is honest about the quality of the firearms I tell them what I'm planing on using it for, self-defense, hunting small game and they trying to recommend something that might be useful to me even if it is less expensive than the item I was looking at at first."
"NC","I have no other ranges to compare this to but my experience for the pro shop and range has been decent. Pro shop is priced a tad bit above your chain retail stores BUT you get deals such as a free basic handling class that includes shooting time and a 30 day range pass. I thought the staff I dealt with was courteous and went above and beyond to answer all questions I had (and talk to my very talkative grandfather too!) now...on to the range! If it's winter, and you're cold natured, dress warm!! It's freezing when it's cold! Lanes are OK and there are fees if you bring your own ammo but it's all laid out on the website. Everyone I dealt with working on the range side was good too. Now, could things be better on all sides and aspects? Yes. But average for me."
"NC","I was worried when I saw some of the reviews but we (my son and I) had a pleasant if not cold time.  They couldn't turn off the blower, which was indeed too much right on us.  With the weather, around 35deg it was very chilly.  

The staff was friendly (at worst, curt - but expected in this environment... never rude!).  We shot quite a few guns (1 pistol, 2 revolvers, a rifle and a fully automatic PDW [UMP-40].). You do have to buy a box of ammo at a time, but you can use them in different guns (membership grants free use).  

Sure, the range is small and could use updating but to fire an automatic, there's little competition."
"NC","We (Europeans) went here to try some guns and rifles. We signed for a one month range membership für $50 which included a free choice of the rental semi-automatics (about 25 different or something), security glasses, earplugs and the range time! All we had to pay were the ammo (about $18 for 50 bullets) and the targets ($1 oder $2 or something). Full automatic like the MP5 came with additional $35. But it was worth it ;-)
The staff was very nice and took its time to answer als (handling) questions!
Only star deduction is for the circumstance, that the ranges are very old.

If you want to try different guns! Big recommendation!"
"NC","Very friendly and knowledgeable staff. Will definitely be spending some time over there both in the shop and at the range"
"NC","Eek... avoid! We walked into Shooters Express Gun Shop looking to pop off a few rounds. The range is in the back of the shop, ensuring that you walk through the retail portion. There are two separate ranges, one for rifles/shotguns and one for handguns. 

We checked in with the range master and he asked if it we had safety cards. We didn't, as this was our first visit. He handed us a business card sized safety card and told us to fill in the info (name & birthday). That was it. I'm not sure what video the others are referring to, as we didn't watch it. 

The range itself had terrible ventilation. No air conditioning/cooling just a fan that didn't oscillate. Sweating at the lanes while trying to hold a loaded gun. No bueno. The lighting was poor. 

My biggest complaint is pricing. $18 per hour per PERSON... with an one hour minimum. Most indoor ranges charge by lane, not person. Plus... they charge for targets... Customer service was poor and unfriendly. $40 for two people to shoot for less than 30 minutes (we brought our own guns & ammo, otherwise that figure would be way higher). 

The bathroom was gross. With how much money they are making at the range, you would figure they could at least spruce up the bathroom a bit. I've been to a fair share of indoor shooting ranges across the country and this was by far the least impressive!"
"NC","Great place to shoot a rifle or gun.  Pro shop is small, but staff is knowledgeable and friendly. They also offer specials on gun packages that other places do not offer, but you have to visit to see what is on special as they are not advertised.

Offer gun range memberships which can be more economical than the hourly rates for those who shoot at least once a month.  Membership includes free gun rental which allows the customer to 'try out' a variety of guns before making any purchase.  AMMO is expensive everywhere, and that is not an exception here.  $30 for one box of 9mm range ammo, but much cheaper for 22 ammo.  Ammo availability has not been an issue here.

Classes are offered for guns and women's self defense(no gun).  A great service to the public.

There is only one restroom and it is not nice.  Bring a toilet cover and your own wipes."
"NC","I have used the range at Shooters before but never bought anything in their Pro Shop until last week.  This review will cover both the range and the shop. 


The Shop:

For the last year or so, I have been getting updates from Shooters on my Facebook page and usually they are for something I neither want or need.  I have noticed their prices are pretty good.  Compared to Hyatt's advertised prices, Shooters is quite a bit cheaper.

Last week it finally happened.  Shooters posted a deal that was too good to pass up so I stopped by ""just to look"" and went home with a new Sig.  

The staff was really great, nice, helpful, informative and seemed to know a lot about their inventory, which is as it should be of course.  I was doing some comparisons and they knew all the points and answers to the questions I was asking.  Special recognition goes to Dean and T.J.

Ammo availability is about the same as it is everywhere and there is a limit on how much you can buy.  The price is sky high but again, that is the norm everywhere and this too shall pass.

I wouldn't hesitate to send my daughter in there to buy a gun.


The Range:

Once the gun was mine, I needed to get some trigger time so today I was finally able to hit the range at Shooters for an hour or so.  Please note, it didn't cost me anything since they give you a free hour of range time with the purchase of a gun and I bring my own safety gear and ammo.

The range is small. the desk allows for only a couple of people and that was not a problem for me since there were only 1 or 2 others there when I arrived.  The guy at the desk is nice and funny.  When I left there were people waiting and it seemed to have filled up fast.  Some were watching the mandatory safety video, others just cooling their heels waiting for a lane.  My advice, go during the day on a weekday between 10:00 and 3:00 and you will sail right in.

Nice selection of rental guns, you can even rent a machine gun.  Be advised that you have to buy their ammo if you shoot their gun, but that is pretty much standard practice. They seem pretty laid back and not in your face, but they may get more ""alert"" during their busier times.

I'm looking forward to taking one of their classes and considering a membership.  Check them out."
"NC","On a weekday afternoon, I thought I might pop up here and refresh my skills at making holes in paper and high velocity rather than driving over to the range in Matthews. Since most folks were busy at their daily grind, there was no waiting.

It's small and it's loud but it's good enough. If you've never been here before, they have a three minute safety video that you have to watch. Once that's done, you're good to go!

I bring my own targets, my own ammunition, my own gun, my own ear/eye protection. So really, the only think I'm paying for here is the range time.

After my noise making was done, I wandered over to the other side of the shop and reviewed the hardware they had on sale. No great bargains, but no big markups either. A handgun I've been watching at another shop for $529 was $519 here. More or less, the same price.

This is a neat little range. If you're looking to shoot, this is a great place to go!"
"NC","Well my first time at the gun range,and I must admit...it was FUN! So here goes my Pros/Cons

Pros:
1. Knowledgeable Staff
2. Plenty of fire power
sadly that's where it ends

Cons:
1.BUSY-that's good thing for them, but you will have a wait! Especially on weekend
2.Small-there were people sitting on the floor, standing in corners. Literally shoulder to shoulder
3.Flustered Range officers-they are not unfriendly, just a lil overwhelmed by the amount of people and trying to keep up with everything going on. I guess I would be too if  30 people carrying rifles and pistols came walking through the door all at once
4. Price-seemed expensive to me. I shared a lane & gun plus ammo with my two sisters for 30 minutes and it came to $88!  All I remember hearing was $15 per gun

Not a bad place to visit if  you've ever wanted to go to a range, just keep in mind the small size and the long lines.."
"NC","My wife surprised me with a Living Social deal.  We went as a couple.  We had a blast!  Nice of them to run a LS deal.  

Since I have been there last (5 yrs), they have gone away from hunting and are almost 100% tactical.  So many toys, so little time."
"NC","When I first moved to the Charlotte area, finding a range was tough since Mecklenburg County has such strict laws governing firearm usage. I found Shooter's Express and began making it a monthly visit. Being new to the area, I thought that was how all ranges down here were. Having now found a different range of choice, I'd like to point out some pros and cons of this place. 

Pros:
1) Knowledgeable staff in the shop
2) Organized range officers
3) Friendly clientele

Unfortunately that is where the ""pro's"" end for me. 

Cons:
1) Busy - Hour plus wait on the weekends and even some weekdays
2) Small range. Yea, 25 yards, great, but the counter is CRAMPED (maybe fit 2 people side by side)
3) Unfriendly Range staff. They do get busy, and the staff seems to get flustered easily
4) Liars - I arrived to the range ON A WEEKDAY at 12:45, shot for a half hour, and then went to pay.  They charged me an hour, saying that the paper said 12:15, not 12:45, and had no interest in listening to me prove I wasn't there that long (I also wasn't going to argue too much with people carrying guns). I paid my over-charged rate and never returned.
5) No discipline - I have never once seen a range officer give any kind of instruction or discipline on the firing line to otherwise (even though there have PLENTY of times where that was warranted)

I could go on, but I think I've made my point. Truth be told, they aren't bad so long as you catch them when they aren't busy, and make sure they write down the correct time on your slip. I have found a nicer, cheaper, and less busy range that offers FAR more room and that has become my new home (until I have the land to build my own)."
"NC","This is our shooting range of choice, maybe due to proximity, but overall it's a good place to shoot. Ended up buying a year pass to the range which seemed like a reasonable rate especially if you plan to shoot several times a month and don't own a gun. Membership allows you to choose from the various guns to try out. Only had a problem with one getting jammed on me one time, otherwise, they are in good shape. Tape your targets up and send them down range. 


The safety video is a little old, looks like it was shot just after the Civil War, but everyone is required to watch it their first time out. Best advice is to always keep the gun pointed down range and never point at something/someone you don't want shot.  

Haven't spent much time in their gun shop, so can't comment on the service or prices there. However, they'll take care of you at the range."
"NC","My girlfriend and I like this place a lot. Call it in and they have it ready in about 10 minutes. Portions are a good size, enough for lunch the next day when I ordered the honey chicken. I recommend giving it a shot"
"NC","It was OK, I needed a Chinese food fix"
"NC","I love New China. The service is always fast and fresh! The sweet tea is amazing. Yes, Chinese takeout is everywhere but no one can Beat NEW China in Belmont!"
